,id,asin,title,price,original_price,currency,star_rating,num_ratings,url,photo,num_offers,minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume_in_past_month,delivery,has_variations,coupon_text,unit_price,unit_count,availability
0,0,B0D9H39JL7,USB C Charger iPhone Charger Fast Charging 2Pack 20W Type C Wall Charger Block with 6FT Long USB C to Lightning Cable Compatible with for iPhone 14Pro/13 Pro/12/12 Pro Max/11/XS Max/XS/XR/X/8,19.77,29.77,USD,5.0,4,https://www.amazon.com/dp/B0D9H39JL7,https://m.media-amazon.com/images/I/610G+kDmBEL._AC_UL960_FMwebp_QL65_.jpg,1,19.77,False,False,False,False,50.0,FREE delivery on $35 shipped by Amazon.,False,,,,
1,1,B0D7VRMJ9Y,Ear buds Wireless Earbuds 80Hrs Playtime Bluetooth 5.3 Headphones Build-in Mic IPX7 Waterproof Sport Wireless Earphones with Earhook Premium Sound Dual LED Display Headset for Workout Phone TV Black,19.99,36.99,USD,5.0,193,https://www.amazon.com/dp/B0D7VRMJ9Y,https://m.media-amazon.com/images/I/61D5NNCirfL._AC_UL960_FMwebp_QL65_.jpg,2,19.79,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 20% with coupon,,,
2,2,B0D6NKMVMP,"Larsa Pippen - The Larsa Light - LED Selfie Light with Clip &amp; Glass Mirror - Rechargeable Selfie Light for Phone or Camera - 142 LEDs-Adjustable Brightness - Ideal for Makeup, TikTok, Content Creators",19.99,34.99,USD,4.8,17,https://www.amazon.com/dp/B0D6NKMVMP,https://m.media-amazon.com/images/I/51uqAunv3VL._AC_UL960_FMwebp_QL65_.jpg,1,19.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
4,4,B0D9JXR3BH,"HDMI Splitter -HDMI Splitter 1 in 2 Out Adapter Cable-HDMI Male 1080P to Dual HDMI Female 1 to 2 Way, for HDMI HD, LCD, TV，Support Two TVs at The Same Time Transmit Video and Audio Simultaneously",13.89,,USD,4.8,45877,https://www.amazon.com/dp/B0D9JXR3BH,https://m.media-amazon.com/images/I/612gNsa7J5L._AC_UL960_FMwebp_QL65_.jpg,1,13.89,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save $3.00 with coupon,,,
5,5,B0D923QDHR,"TV Antenna, Antenna TV Digital HD Indoor, TV Antenna Indoor, Support 4K 1080p Free Local Channels-Support TV Antenna for Smart TV Indoor and All Older TV&#x27;s -Signal Booster 16FT Coax HDTV Cable",26.98,,USD,4.8,218824,https://www.amazon.com/dp/B0D923QDHR,https://m.media-amazon.com/images/I/61EFD+R3naL._AC_UL960_FMwebp_QL65_.jpg,1,26.98,False,False,False,False,500.0,FREE delivery on $35 shipped by Amazon.,False,Save $5.00 with coupon,,,
6,6,B0D4WGL353,"SAMSUNG Galaxy Buds 3 AI True Wireless Bluetooth Earbuds, Sound Optimization, Real-Time Interpreter, Noise Cancelling, Redesigned Fit, Touch Control, Silver [US Version, Amazon Exclusive 2Yr Warranty]",179.99,,USD,4.6,0,https://www.amazon.com/dp/B0D4WGL353,https://m.media-amazon.com/images/I/61cFrvuIbdL._AC_UL960_FMwebp_QL65_.jpg,1,179.99,False,False,True,False,2.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",True,,,,
7,7,B0D5QNFDHZ,"Ferilinso 3 Pack Screen Protector for Samsung Galaxy Z Flip 6 [Phone Case Friendly], Inside Anti-Spy Film with 3 Pack Back Tempered Glass + 3 Pack Camera Lens Protector Accessories",9.99,,USD,4.4,2367,https://www.amazon.com/dp/B0D5QNFDHZ,https://m.media-amazon.com/images/I/71esduhy+4L._AC_UL960_FMwebp_QL65_.jpg,1,9.99,False,False,True,False,1.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
8,8,B0D9JMXV2B,5.1 Wireless CarPlay Adapter for All Factory Wired CarPlay Cars Wireless CarPlay Dongle Convert Wired to Wireless CarPlay,74.98,,USD,4.6,0,https://www.amazon.com/dp/B0D9JMXV2B,https://m.media-amazon.com/images/I/71tDOP-Pp0L._AC_UL960_FMwebp_QL65_.jpg,1,74.98,True,False,True,False,500.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,Save $20.00 with coupon,,,
9,9,B0D583XV3S,"Car Carplay Cable for Iphone 15 Pro Max Car charger iphone 15 Car Charger, Iphone 15 Carplay Cable USB a to USB c Adapter iphone 15 Pro Plus Car Charger, iPad USB C Cable 10th Pro Air 5th 4th Mini 6th",8.99,9.99,USD,5.0,5,https://www.amazon.com/dp/B0D583XV3S,https://m.media-amazon.com/images/I/517tDXHPGnL._AC_UL960_FMwebp_QL65_.jpg,1,8.99,False,False,True,False,2.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 5% with coupon,,,
10,10,B0D7MNMYR2,"iPhone Charger Cable,3Pack (MFi Certified) Data Sync Charging Cords with 3Pack USB Wall Charger Travel Plug Adapter Compatible with iPhone 14Pro/13 Pro/12/12 Pro Max/11 Pro Max/XS Max/XS/XR/X/8",19.77,,USD,4.8,124,https://www.amazon.com/dp/B0D7MNMYR2,https://m.media-amazon.com/images/I/61383+Tj9KL._AC_UL960_FMwebp_QL65_.jpg,9,14.12,False,False,True,False,10.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 30% with coupon,,,
11,11,B0D96RHR3Q,"[2+2 Pack] for Samsung Galaxy S22 Ultra 5G Screen Protector Tempered Glass Camera Lens Protector,Touch Sensitive,Fingerprint Support,9H Hardenss",9.98,12.98,USD,4.7,91483,https://www.amazon.com/dp/B0D96RHR3Q,https://m.media-amazon.com/images/I/61YsOg+08tL._AC_UL960_FMwebp_QL65_.jpg,1,9.98,False,False,True,False,500.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
12,12,B0D6XGQLW7,"Hidden Camera Detectors, Camera Detector, Bug and Hidden Camera Detector, RF Wireless Signal Scanner for Home Office Travel, 34H Working Time，6 Levels Sensitivity 4 Modes",19.99,,USD,5.0,1,https://www.amazon.com/dp/B0D6XGQLW7,https://m.media-amazon.com/images/I/61aBehLx9OL._AC_UL960_FMwebp_QL65_.jpg,1,19.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
13,13,B0D8ZMW78F,"GPS Tracker for Vehicles, No Subscription, GPS Strong Magnetic Vehicle Anti-Lost Tracker, Smallest GPS Tracker Locator Real Time, Anti-Theft Micro GPS Tracking Device with Free App, 2024 Upgraded",49.99,,USD,4.0,2,https://www.amazon.com/dp/B0D8ZMW78F,https://m.media-amazon.com/images/I/61KV8ugxonL._AC_UL960_FMwebp_QL65_.jpg,1,49.99,False,False,True,True,100.0,"FREE delivery Thu, Aug 1 Or fastest delivery Mon, Jul 29",False,Save 50% with coupon,,,
14,14,B0D86YVG7V,"ZDO Mini Spy Camera Hidden Camera, Security Wireless WiFi Camera - Small 4K Spy Camera Hidden Camera, 1080P HD WiFi Security Camera, AI Motion Detection Alerts, Night Vision Nanny Cam for Baby, Pets",19.99,,USD,5.0,5,https://www.amazon.com/dp/B0D86YVG7V,https://m.media-amazon.com/images/I/61pRRxmV9WL._AC_UL960_FMwebp_QL65_.jpg,1,19.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 30% with coupon,,,
15,15,B0D7LDQ7FR,"E-Z Ink (TM TN760 Compatible Toner Cartridges Replacement for Brother TN-760 TN730 TN-730 to Use with MFC-L2710DW MFC-L2750DW HL-L2350DW HL-L2370DW HL-L2395DW HL-L2390DW DCP-L2550DW (Black, 2 Pack)",28.99,37.99,USD,4.6,10440,https://www.amazon.com/dp/B0D7LDQ7FR,https://m.media-amazon.com/images/I/81bMhLJkwhL._AC_UL960_FMwebp_QL65_.jpg,1,28.99,False,False,False,True,3.0,FREE delivery on $35 shipped by Amazon.,False,Save 30% with coupon,,,
16,16,B0D91TG15T,iPhone Charger Apple MFi Certified 3pack 10FT Long Lightning Cable Fast Charging Cord Compatible with iPhone 14/13/12/11 Pro Max Mini XR/XS/X/8/7/6 Plus SE iPod and More,7.49,9.99,USD,4.8,13,https://www.amazon.com/dp/B0D91TG15T,https://m.media-amazon.com/images/I/71tbRuisKFL._AC_UL960_FMwebp_QL65_.jpg,1,7.49,False,False,True,False,3.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 30% with coupon,$2.50,3.0,
17,17,B0D7ZVWR45,"[2+2 Pack] Galaxy S24 Ultra Screen Protector, 9H Tempered Glass Scratch Resistant, Ultrasonic Fingerprint Support, For Samsung Galaxy S24 Ultra 5G 6.8 Inch Glass Screen Protector",6.99,12.99,USD,4.6,42392,https://www.amazon.com/dp/B0D7ZVWR45,https://m.media-amazon.com/images/I/61yF7KnJJuL._AC_UL960_FMwebp_QL65_.jpg,1,6.99,False,False,False,False,3.0,FREE delivery on $35 shipped by Amazon.,False,,,,
18,18,B0D6L4FTC1,Solosatoshi.com BitAxe 401 SUPRA BM1368 733GH/s,158.99,175.0,USD,5.0,7,https://www.amazon.com/dp/B0D6L4FTC1,https://m.media-amazon.com/images/I/51+dD3BmtcL._AC_UL960_FMwebp_QL65_.jpg,1,158.99,False,False,False,False,50.0,FREE delivery Aug 12 - 13,False,,,,
19,19,B0D5YRWLBY,"Smart Video doorbell Camera Wireless Wi-Fi Cam with Night Vision,Motion Detection, Cloud Storage, Two Way Audio, Chime Ringer Included…",14.99,,USD,5.0,7,https://www.amazon.com/dp/B0D5YRWLBY,https://m.media-amazon.com/images/I/61N844mgfQL._AC_UL960_FMwebp_QL65_.jpg,1,14.99,False,False,True,False,300.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
21,21,B0D8HMMSS6,"Lightning to 3.5mm Headphone Jack Adapter for iPhone, 2 in 1 AUX Audio + Charger Splitter Dongle Compatible with iPhone 14/13/12/11/XS/XR/X/7 8/Pad, Support All iOS System",8.99,,USD,4.6,125288,https://www.amazon.com/dp/B0D8HMMSS6,https://m.media-amazon.com/images/I/41IJ2uaI4gL._AC_UL960_FMwebp_QL65_.jpg,1,8.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
22,22,B0D62VMQ4G,"Suction Cup Phone Case Mount Double-Sided,Silicon Sticky Phone Stand for iPhone and Android, Hands-Free Strong Grip Holder for Selfies and Videos - White",5.99,,USD,4.7,5,https://www.amazon.com/dp/B0D62VMQ4G,https://m.media-amazon.com/images/I/610BxR7yQiL._AC_UL960_FMwebp_QL65_.jpg,1,5.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
23,23,B0D7W3R7T9,"Car Carplay Cable for iPhone 15/15 Plus/15 Pro Max Cable, 2Pack USB A to USB C for Carplay USB C Cord, iPad USB C Cable iPad Pro 13/12.9/11 inch iPad Air 5/4th Mini Car Charger Cord Charging Cable 3FT",8.99,,USD,5.0,2,https://www.amazon.com/dp/B0D7W3R7T9,https://m.media-amazon.com/images/I/61xR9NXgtmL._AC_UL960_FMwebp_QL65_.jpg,1,8.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 20% with coupon,,,
24,24,B0D8KP5X67,"2024 New 2 in 1 Shutterlily Phone Holder for Car, Shutterlily Cup Phone Holder, Adjustable Phone Mount Cup Holder Organizer for Car, Cup-Shaped Phone Holder for Your Car (B)",9.99,,USD,1.0,1,https://www.amazon.com/dp/B0D8KP5X67,https://m.media-amazon.com/images/I/61WjnupOzML._AC_UL960_FMwebp_QL65_.jpg,1,9.99,False,False,False,False,100.0,FREE delivery Aug 6 - 12,False,,,,
25,25,B0D676BXDV,GOLREX Ear buds Wireless Earbuds Bluetooth Headphones 80H Playback Wireless Charging Case Dual LED Display Over-ear Sports Earphones with Earhooks Button Control Hi-Fi Audio for Workout Running Purple,26.99,49.99,USD,4.8,294,https://www.amazon.com/dp/B0D676BXDV,https://m.media-amazon.com/images/I/61CaK2qWwoL._AC_UL960_FMwebp_QL65_.jpg,1,26.99,False,False,True,False,1.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",True,Save $10.00 with coupon,,,
26,26,B0D6J5B98H,"ROVE R2-4K DUAL Dash Cam Front and Rear, STARVIS 2 Sensor, FREE 128GB Card Included, 5G WiFi - up to 20MB/s Fastest Download Speed with App, 4K 2160P/FHD Dash Camera for Cars, 3&quot; IPS, 24H Parking Mode",149.99,199.99,USD,5.0,3,https://www.amazon.com/dp/B0D6J5B98H,https://m.media-amazon.com/images/I/81gIn+MXtyL._AC_UL960_FMwebp_QL65_.jpg,1,149.99,False,False,True,True,1.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,Save $40.00 with coupon,,,
27,27,B0D812Z2T1,"NUBWO G08 Dual Wireless Gaming Headset with Mic for PS5, PS4, PC, Mobile &amp; Tablet | 2.4GHz Wireless &amp; Bluetooth 5.3 | 100 Hr Battery | 50mm Drivers | Lightweight &amp; RGB Lighting - Blue",29.99,,USD,4.7,41,https://www.amazon.com/dp/B0D812Z2T1,https://m.media-amazon.com/images/I/61ewRM2av0L._AC_UL960_FMwebp_QL65_.jpg,2,29.1,False,False,True,False,400.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 50% with coupon,,,
28,28,B0D7QFKJK8,"9H+ Glass for iPhone 15 Pro Max Privacy Screen Protector [Reliable 25° Privacy Protection][Mil-Grade Shatterproof Tempered Glass] Full Coverage Screen Protector for 15 Pro Max, 2 Packs",11.99,,USD,5.0,7,https://www.amazon.com/dp/B0D7QFKJK8,https://m.media-amazon.com/images/I/71FNQ3uv2uL._AC_UL960_FMwebp_QL65_.jpg,1,11.99,False,False,True,False,400.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 5% with coupon,,,
29,29,B0D9B48CBX,"Magnetic Wireless Charger for iPhone: Portable Power Bank 5000mAh - Detachable Mag-Safe Battery Pack Compatible with iPhone 15 14 13 12 Pro Max Pro Plus Mini, with Fast Charging Stand &amp; USB-C Cable",25.99,,USD,4.8,35690,https://www.amazon.com/dp/B0D9B48CBX,https://m.media-amazon.com/images/I/71gDjjVPBJL._AC_UL960_FMwebp_QL65_.jpg,1,25.99,False,False,True,False,500.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jul 30",False,Save 30% with coupon,,,
30,30,B0D87CHFQ3,"Hiluckey Power Bank 27000mAh Solar Charger, 15W USB C Fast Charging Portable Phone Charger for iPhone, Three Outputs, External Battery Pack with Bright LED Flashlight for Outdoor Camping",36.99,,USD,4.8,9,https://www.amazon.com/dp/B0D87CHFQ3,https://m.media-amazon.com/images/I/71TTvvgEZdL._AC_UL960_FMwebp_QL65_.jpg,1,36.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,Save 50% with coupon,,,
31,31,B0D49C85V3,"Nulaxy Wearable Waterproof Bluetooth Speaker, Clip-On Portable Speakers, Up to 10 Hours Battery Life, Clip Speaker with Microphone, Lightweight &amp; Comfortable Design for Active Lifestyles",14.99,19.99,USD,4.5,7,https://www.amazon.com/dp/B0D49C85V3,https://m.media-amazon.com/images/I/811ca-Gs3lL._AC_UL960_FMwebp_QL65_.jpg,1,14.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
32,32,B0D6WGQQKP,"WiFi Extender, WiFi Extenders Signal Booster for Home Up to 5000 sq.ft and 40 Devices, WiFi Range Extender, Wireless Repeater, Long Range Amplifier with Ethernet Port, 1-Tap Setup, Alexa Compatible",19.99,,USD,5.0,4,https://www.amazon.com/dp/B0D6WGQQKP,https://m.media-amazon.com/images/I/51vOA1VFB8L._AC_UL960_FMwebp_QL65_.jpg,1,19.99,False,False,True,True,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 50% with coupon,,,
33,33,B0D72WK9H7,"Car Carplay Cable for iPhone 15,IPhone 15 Plus,IPhone 15 Pro ,15 Pro Max ,USB A to USB C for Carplay USB C Cord,iPad usb C Cable 10th Gen iPad Air 5th 4th Mini Car Charger Cable Cord 3FT Replacement",8.99,,USD,5.0,4,https://www.amazon.com/dp/B0D72WK9H7,https://m.media-amazon.com/images/I/61vIbmjz8UL._AC_UL960_FMwebp_QL65_.jpg,1,8.99,False,False,True,False,300.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 20% with coupon,,,
34,34,B0D6YVTNFG,"Car Apple Carplay Cable, 3FT Car Charger Cord, USB A to Lightning Cable Compatible for iPhone 14 13 12 11 Pro Max XR XS X 8 7 6 Plus SE iPad Charger Car Charging Cable",8.99,9.99,USD,4.6,19,https://www.amazon.com/dp/B0D6YVTNFG,https://m.media-amazon.com/images/I/61xx0QnQzjL._AC_UL960_FMwebp_QL65_.jpg,1,8.99,False,False,True,False,300.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 10% with coupon,,,
35,35,B0D5XD947V,"[Apple MFi Certified] SD Card Reader for iPhone 15, USB C SD Card Reader, 3-in-1 Memory Card Reader for SD Card/Micro SD Digital Camera Adapter Compatible with iPhone 15, SD Card Reader USB C",9.99,,USD,4.3,11,https://www.amazon.com/dp/B0D5XD947V,https://m.media-amazon.com/images/I/61bM7a++ehL._AC_UL960_FMwebp_QL65_.jpg,1,9.99,False,False,True,False,500.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
36,36,B0D5YR7HKF,"WiFi Extender, 2024 Fastest WiFi Booster 1200Mbps Dual Band (5GHz/2.4GHz) WiFi Extenders Signal Booster for Home, WiFi Repeater with Ethernet Port Covers up to 10000sq. ft and 55 Devices",55.99,89.99,USD,5.0,7,https://www.amazon.com/dp/B0D5YR7HKF,https://m.media-amazon.com/images/I/51wiMqT0HsL._AC_UL960_FMwebp_QL65_.jpg,1,55.99,False,False,True,False,50.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,Save 15% with coupon,,,
37,37,B0D62GGXJC,"Open Ear Bone Conduction Earphones Bluetooth 5.3 Wireless Open Ear Loop with Built-in Microphone for 60Hours of PlaybackTime Sports Earphones IPX7 Waterproof Suitable for Fitness, Running and Cycling",39.99,,USD,4.5,74,https://www.amazon.com/dp/B0D62GGXJC,https://m.media-amazon.com/images/I/61kzJfmh3AL._AC_UL960_FMwebp_QL65_.jpg,3,39.59,False,False,True,False,50.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",True,Save 50% with coupon,,,
38,38,B0D6GBDJND,"20W USB C Fast Charger Compatible with iPhone 15/15 Plus/ 15 Pro/ 15 Pro Max/iPad Pro/Samsung, 2Pack PD Type C Charger Blocks with 6FT USB C to C Cable",7.99,19.99,USD,3.8,16,https://www.amazon.com/dp/B0D6GBDJND,https://m.media-amazon.com/images/I/61QEAaKuICL._AC_UL960_FMwebp_QL65_.jpg,1,7.99,False,False,True,False,8.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
39,39,B0D7PBHSZY,"Wireless Earbuds Bluetooth 5.3 Headphones Sport,Bluetooth Headphones with Charging Case Included, IPX8 Waterproof,Immersive Premium Sound,Bluetooth Headphones for iPhone/Android,Wireless Ear Buds",9.99,,USD,4.9,212,https://www.amazon.com/dp/B0D7PBHSZY,https://m.media-amazon.com/images/I/519e1hn-R1L._AC_UL960_FMwebp_QL65_.jpg,1,9.99,False,False,True,False,2.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
40,40,B0D72SDCQ1,Wireless Phone Charger for Android &amp; iPhone - 15W Fast Qi Wireless Charging Station for Google Pixel 3 4 XL 5 6 7 8 Pro Samsung Galaxy S25 S24 S23 S22 Z Flip Fold OnePlus 12 (Black),19.99,,USD,4.4,23,https://www.amazon.com/dp/B0D72SDCQ1,https://m.media-amazon.com/images/I/81m3J0DWk8L._AC_UL960_FMwebp_QL65_.jpg,1,19.99,False,False,True,False,400.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
41,41,B0D4JM4QPG,"Magnetic 3 in 1 Wireless Charging Station for Magsafe iPhone 16/15/14/13/12/Pro/Plus/Pro Max, Charging Station for Multiple Devices, Mag-Safe Wireless Charger Stand for Apple Watch &amp; AirPods(White)",25.99,,USD,4.9,13,https://www.amazon.com/dp/B0D4JM4QPG,https://m.media-amazon.com/images/I/616O58ERKVL._AC_UL960_FMwebp_QL65_.jpg,1,25.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 30% with coupon,,,
42,42,B0D7L5VGNS,"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing （Silver）",9.99,,USD,5.0,4,https://www.amazon.com/dp/B0D7L5VGNS,https://m.media-amazon.com/images/I/812jdbn8+qL._AC_UL960_FMwebp_QL65_.jpg,1,9.99,False,False,True,False,50.0,"FREE delivery Fri, Aug 2 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
43,43,B0D78RPTT7,"USB C Headphones for iPhone 15, 2-Pack USB C Type C Earbuds Wired with Mic &amp; Volume Control HiFi Stereo Earphones for Galaxy S23/S22/S21/S20/Ultra Note 10/20, for iPad Pro Pixel 7/6/6a/5/4 OnePlus 9 8",9.99,,USD,4.6,106512,https://www.amazon.com/dp/B0D78RPTT7,https://m.media-amazon.com/images/I/51eMt1d+wDL._AC_UL960_FMwebp_QL65_.jpg,4,8.32,False,False,True,False,1.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
44,44,B0D929CSBT,"JYELUK Replacement for Nintendo Switch Controller,Compatible with Switch Controllers With RGB LED，Support Double Vibration/Wake-up/Screenshot",26.99,,USD,4.7,20,https://www.amazon.com/dp/B0D929CSBT,https://m.media-amazon.com/images/I/61SQnmEtRfL._AC_UL960_FMwebp_QL65_.jpg,1,26.99,False,False,False,False,100.0,FREE delivery on $35 shipped by Amazon.,False,,,,
45,45,B0D69465BY,"3 Prong AC Laptop Power Cord 5Ft Universal Power Cable | 125V | for Dell HP LG Lenovo Asus Acer Toshiba Sony Laptops/Notebooks, Monitors, Printers, Scanners NEMA 5-15P to C5 Power Cable",5.59,,USD,5.0,7,https://www.amazon.com/dp/B0D69465BY,https://m.media-amazon.com/images/I/71XdD-qLv5L._AC_UL960_FMwebp_QL65_.jpg,1,5.59,False,False,True,False,1.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
46,46,B0D7LN7FP9,"LK 2 Pack for Samsung Galaxy Z Fold 6 Screen Protector+ 2 Pack Camera Lens Protector, HD Clear Tempered Glass Screen Protector for Galaxy Z Fold 6, Anti Scratch, Bubble Free, Easy Install",12.99,,USD,4.4,2234,https://www.amazon.com/dp/B0D7LN7FP9,https://m.media-amazon.com/images/I/71kaoARl1wL._AC_UL960_FMwebp_QL65_.jpg,1,12.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
47,47,B0D635YLCT,"kurdene S8 Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones,60Hrs Playtime Ear Buds with Charging Case,Built-in Microphone Headset,Immersive Premium Sound with Deep Bass for Sport Black",9.99,,USD,4.4,3964,https://www.amazon.com/dp/B0D635YLCT,https://m.media-amazon.com/images/I/715fNrGN+ML._AC_UL960_FMwebp_QL65_.jpg,1,9.99,False,False,True,False,2.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",True,,,,
48,48,B0D6B2MJBP,"Portable Bluetooth Speaker, Stereo Sound Wireless Speakers with IPX7 Waterproof, LED Lights, Dual Pairing Speaker for Party/Home/Outdoor/Beach, Birthday Gift, Black",33.99,99.99,USD,4.5,136,https://www.amazon.com/dp/B0D6B2MJBP,https://m.media-amazon.com/images/I/61qcR51LFML._AC_UL960_FMwebp_QL65_.jpg,1,33.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
49,49,B0D6357YDP,720P Full HD Webcam with Built-in Microphone and Rotatable Tripod Wide Angle Camera for Desktop PC or Laptop Computer,19.99,,USD,5.0,30,https://www.amazon.com/dp/B0D6357YDP,https://m.media-amazon.com/images/I/81pcD6kvJBL._AC_UL960_FMwebp_QL65_.jpg,1,19.99,False,False,True,False,100.0,"FREE delivery Thu, Aug 1 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
50,50,B0D6QPW32F,"Insta360 Flow Pro - AI-Powered Gimbal Stabilizer for Smartphone, Apple DockKit Enabled, 360º Infinite Pan Tracking, 3-Axis Stabilization, Built-in Tripod, Portable &amp; Foldable, AI Tracking",149.0,,USD,3.9,16,https://www.amazon.com/dp/B0D6QPW32F,https://m.media-amazon.com/images/I/6143TEIsohL._AC_UL960_FMwebp_QL65_.jpg,1,149.0,False,False,True,False,1.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,,,,
51,51,B0D5XSTWNT,"ABIWAZY USB C Hub Multiport Adapter for MacBook Air/Pro, 9-in-1 USB C to 4K@60Hz HDMI Adapter,SD/TF Card Reader PD 100W USB C&amp;A 3.0 5Gbps, Mac Dongle Compatible for iPad/Dell/Hp/Lenovo/Surface Laptop",19.99,,USD,4.7,24,https://www.amazon.com/dp/B0D5XSTWNT,https://m.media-amazon.com/images/I/712dZzW3rSL._AC_UL960_FMwebp_QL65_.jpg,1,19.99,False,False,True,False,300.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
52,52,B0D8K27YHS,"2024 Upgraded TV Antenna, TV Antenna Indoor, Long Range TV Antenna for Local Channels Support 4K 1080p with Signal Booster for Smart TV and All TVs",29.98,,USD,4.8,74460,https://www.amazon.com/dp/B0D8K27YHS,https://m.media-amazon.com/images/I/71xLZGcpk1L._AC_UL960_FMwebp_QL65_.jpg,1,29.98,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save $5.00 with coupon,,,
